laurelense,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
leptanthum,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,WARN,PASS
longipetalum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
longirepens,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
macdougalii,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,WARN,PASS,PASS
macrocyphum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
mainauanum,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,WARN,WARN,PASS,PASS
marmoratum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
megapentadactylon,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS
melanoporphyreum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
micronocturnum,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,WARN,WARN,PASS
musciferum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
nocturnum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
nubium,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
oellgardii,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
orchidiflorum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
oxybatesii,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,WARN,PASS
pachyrhachis,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
palaciosii,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
parvicochlidium,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
peristerium,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
phyllocharis,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
pogonochilum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
polystachyum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
porquerense,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
propinquum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS
pseudospathoides,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
ramosum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
rauhii,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
rhodanthum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,FAIL,PASS,PASS
rhomboscutellum,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS
rolfeanum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS
scharfii,PASS,PASS,PASS,PASS,WARN,WARN,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,WARN,WARN,PASS,PASS
schistochilum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
schumannianum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,WARN,PASS,PASS
siphonosepalum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
splendens,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
stamfordianum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
tandapianum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
tetraceros,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS
totoroense,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,FAIL,PASS,PASS
vandifolium,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,PASS,PASS
viviparum,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,PASS,PASS
wrightii,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,FAIL,WARN,PASS
